OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
20726,2021,QUEEN ANNE HEIGHTS,Multifamily MR (5-9),1731800620,1212 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63019,-122.35625,MAGNOLIA / QUEEN ANNE,7,1970,8,1,36926,36926,0,74,36.5,36.70000076,1355183,1346370,102.0999985,102.8000031,Multifamily MR (5-9),Multifamily Housing,36926,NA,,NA,,397182,0,0,Compliant,No Issue,1355183,0,5.6,0.2
20730,2021,THE Q APARTMENTS,Multifamily MR (5-9),1731800740,1321 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63107,-122.35708,MAGNOLIA / QUEEN ANNE,1,1950,6,1,91703,84138,7565,96,48.90000153,48.5,4081552,4113464,71.09999847,70.69999695,Multifamily MR (5-9),Multifamily Housing,84138,Parking,6678,NA,,278299,0,31320,Compliant,No Issue,949558,3131994,170.3,2
20731,2021,GREENWICH APTS,Multifamily LR (1-4),1731800755,1305 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63087,-122.3566,MAGNOLIA / QUEEN ANNE,7,1928,3,1,35070,28284,6786,1,134.6999969,136.1999969,4777134,4725218,157.1999969,158.6999969,Multifamily LR (1-4),Multifamily Housing,35070,Parking,6786,NA,,92126,0,44628,Not Compliant,Account Requires Verification,314335,4462800,238.3,8.4
20732,2021,Carlyle,Multifamily LR (1-4),1731800780,1306 1ST AVE W,SEATTLE,WA,98119,47.63066,-122.35764,MAGNOLIA / QUEEN ANNE,7,1928,3,1,21376,21376,0,100,7.699999809,7.699999809,163887,163887,21.5,21.5,Multifamily LR (1-4),Multifamily Housing,21376,NA,,NA,,48032,0,0,Compliant,No Issue,163887,0,0.7,0
20734,2021,HILLCREST MANOR,Multifamily LR (1-4),1731800805,21 W LEE ST,SEATTLE,WA,98119,47.63106,-122.35764,MAGNOLIA / QUEEN ANNE,1,1928,3,1,28940,26678,2262,5,111.9000015,110.5,3197264,3238512,133.6000061,132.1000061,Multifamily LR (1-4),Multifamily Housing,28940,Parking,2262,NA,,77889,0,29315,Compliant,No Issue,265758,2931506,156.8,5.9
20735,2021,ST ANNE SCHOOL,NonResidential,1731800825,101 W LEE ST,SEATTLE,WA,98119,47.63111,-122.35814,MAGNOLIA / QUEEN ANNE,7,1922,3,1,32691,32691,0,83,33.29999924,34,1139657,1118649,55.20000076,55.70000076,K-12 School,K-12 School,33550,NA,,NA,,112380,0,7562,Compliant,No Issue,383440,756217,41.7,1.3
20741,2021,WEST TOWN VIEW APTS,Multifamily MR (5-9),1731801080,1407 2ND AVE W,SEATTLE,WA,98119,47.63161,-122.35967,MAGNOLIA / QUEEN ANNE,7,1977,6,1,40758,40758,0,77,35.70000076,35.79999924,1461096,1455697,100,100.4000015,Multifamily MR (5-9),Multifamily Housing,40758,NA,,NA,,428223,0,0,Compliant,No Issue,1461096,0,6,0.1
20743,2021,ST ANNE CHURCH & RECTORY,NonResidential,1731801135,100 W LEE ST,SEATTLE,WA,98119,47.63159,-122.35839,MAGNOLIA / QUEEN ANNE,7,1963,2,1,24227,24227,0,4,121.5,119.6999969,3136800,3184124,138.1000061,136.1999969,Worship Facility,Worship Facility,26210,NA,,NA,,46297,0,29788,Compliant,No Issue,157964,2978836,158.9,6.6
20747,2021,QUEEN ANNE COURT APTS,Multifamily LR (1-4),1731801330,23 W GALER ST,SEATTLE,WA,98119,47.63208,-122.35751,MAGNOLIA / QUEEN ANNE,1,1910,4,1,24540,24540,0,92,41.5,41.70000076,1023360,1017252,76.69999695,77.40000153,Multifamily LR (1-4),Multifamily Housing,24540,NA,,NA,,138211,0,5518,Compliant,No Issue,471577,551783,31.3,1.3
20749,2021,GALER CREST APTS & RETAIL,Multifamily LR (1-4),1732300005,1428 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63205,-122.35633,MAGNOLIA / QUEEN ANNE,1,1930,3,1,37944,32738,5206,69,65.40000153,64.90000153,2462998,2483200,84.09999847,84,Multifamily LR (1-4),Multifamily Housing,37944,Parking,5206,NA,,100384,0,21205,Not Compliant,Missing 2021 EUI or Electricity Data,342510,2120488,114,3.5
20758,2021,QUEENVIEW APTS,Multifamily LR (1-4),1732801350,621 W GALER ST,SEATTLE,WA,98119,47.63217,-122.36532,MAGNOLIA / QUEEN ANNE,1,1917,4,1,28546,28546,0,,,,,,,,NA,NA,,NA,,NA,,0,0,0,Not Compliant,Portfolio Manager Account Not Shared,0,0,0,0
20762,2021,CONCORD CONDOMINIUM,Multifamily HR (10+),1734800000,2929 1ST AVE,SEATTLE,WA,98121,47.61733,-122.35376,DOWNTOWN,7,1999,13,1,219874,219874,0,7,96.59999847,95.59999847,19803072,20005226,153,152,Multifamily HR (10+),Multifamily Housing,207195,NA,,NA,,1790490,0,136939,Compliant,No Issue,6109152,13693919,752.6,3.4
20764,2021,CONTINENTAL HOUSE CONDOMINIUM,Multifamily MR (5-9),1744900000,100 WARD ST,SEATTLE,WA,98109,47.62835,-122.35491,MAGNOLIA / QUEEN ANNE,7,1970,8,1,73736,66096,7640,51,60.5,61.20000076,3823220,3777688,106.1999969,107.5999985,Multifamily MR (5-9),Multifamily Housing,62422,NA,,NA,,452126,0,22806,Compliant,No Issue,1542653,2280567,127.5,1.9
20765,2021,CONTINENTAL PLACE CONDOMINIUM,Multifamily HR (10+),1745500000,2125 1ST AVE,SEATTLE,WA,98121,47.61227,-122.34512,DOWNTOWN,1,1981,33,1,190610,190610,0,12,88.5,87.90000153,16095359,16207890,141.1999969,140.8000031,Multifamily HR (10+),Multifamily Housing,172003,Parking,18676,Retail Store,11205,1490087,0,110112,Compliant,No Issue,5084177,11011184,605.8,3.2
20766,2021,COOPER SQUARE CONDOMINIUM,Multifamily MR (5-9),1748200000,8745 GREENWOOD AVE N,SEATTLE,WA,98103,47.69397,-122.3557,NORTHWEST,6,1989,5,1,50028,50028,0,88,33.09999847,33.20000076,1346862,1339466,92.59999847,93.09999847,Multifamily MR (5-9),Multifamily Housing,37859,Office,2659,NA,,394743,0,0,Compliant,No Issue,1346862,0,5.6,0.1
20768,2021,AUDIO VISUAL FACTORY,NonResidential,1753700330,1900 S CORGIAT DR,SEATTLE,WA,98108,47.54365,-122.30785,GREATER DUWAMISH,2,1956,1,1,27000,27000,0,72,22.29999924,22.70000076,614120,602473,42.90000153,43.29999924,Distribution Center,Distribution Center,27000,NA,,NA,,88023,0,3138,Compliant,No Issue,300335,313785,17.9,0.7
20770,2021,CORNERSTONE OF QUEEN ANNE CONDOMINIUM,Multifamily LR (1-4),1760700000,500 ALOHA ST,SEATTLE,WA,98109,47.62746,-122.34729,MAGNOLIA / QUEEN ANNE,7,1992,4,1,42093,42093,0,40,36.20000076,36.5,1167651,1156853,101.4000015,102.3000031,Multifamily LR (1-4),Multifamily Housing,31956,NA,,NA,,342219,0,0,Compliant,No Issue,1167651,0,4.8,0.1
20772,2021,COSMOPOLITAN,Multifamily HR (10+),1766000000,819 VIRGINIA ST,SEATTLE,WA,98101,47.6161,-122.33576,DOWNTOWN,1,2006,33,1,299755,299755,0,,,,,,,,NA,NA,,NA,,NA,,0,0,0,Not Compliant,Portfolio Manager Account Not Shared,0,0,0,0
20777,2021,BROADVIEW APTS,Multifamily LR (1-4),1785500003,12550 GREENWOOD AVE N,SEATTLE,WA,98133,47.72116,-122.35512,NORTHWEST,5,1976,3,1,27296,23271,4025,95,21,21.39999962,583253,573544,58.79999924,59.79999924,Multifamily LR (1-4),Multifamily Housing,27296,NA,,NA,,170942,0,0,Compliant,No Issue,583253,0,2.4,0.1
20785,2021,COURT AT SANDPOINTE CONDOMINIUM,Multifamily LR (1-4),1790800000,7323 SAND POINT WAY NE,SEATTLE,WA,98115,47.68173,-122.26408,NORTHEAST,4,1985,3,1,30542,30542,0,81,26.79999924,26.89999962,822873,818766,75.09999847,75.40000153,Multifamily LR (1-4),Multifamily Housing,30542,NA,,NA,,241170,0,0,Compliant,No Issue,822873,0,3.4,0.1
20787,2021,COURTYARD AT BITTER LAKE CONDOMINIUM,Multifamily LR (1-4),1792500000,903 N 130TH ST,SEATTLE,WA,98133,47.72298,-122.34795,NORTHWEST,5,1989,4,1,34368,34368,0,,29.60000038,30.29999924,1042422,1017654,82.90000153,84.90000153,Multifamily LR (1-4),Multifamily Housing,34368,Parking,0,NA,,305516,0,0,Compliant,No Issue,1042422,0,4.3,0.1
20788,2021,COURTYARD AT QUEEN ANNE SQUARE,Multifamily LR (1-4),1792530000,275 W ROY ST,SEATTLE,WA,98119,47.62525,-122.36023,MAGNOLIA / QUEEN ANNE,1,1982,4,1,59670,59670,0,92,24.29999924,24.5,1461222,1450801,68.09999847,68.59999847,Multifamily LR (1-4),Multifamily Housing,59670,NA,,NA,,428260,0,0,Compliant,No Issue,1461222,0,6,0.1
20805,2021,DECATUR,Multifamily HR (10+),1938150000,1105 SPRING ST,SEATTLE,WA,98104,47.61028,-122.32524,EAST,3,1950,13,1,108228,108228,0,78,43.59999847,43.90000153,4785076,4753572,95.80000305,96.80000305,Multifamily HR (10+),Multifamily Housing,108948,NA,,NA,,924074,0,16321,Compliant,No Issue,3152942,1632134,99.7,0.9
20806,2021,DE LORGES CONDO,Multifamily MR (5-9),1945500000,325 HARVARD AVE E,SEATTLE,WA,98102,47.62185,-122.32238,EAST,1,1928,5,1,20639,20639,0,,41,41.29999924,852296,847512,85.5,86.19999695,Multifamily MR (5-9),Multifamily Housing,20652,NA,,NA,,148295,0,3463,Compliant,No Issue,505982,346314,20.5,1
20807,2021,FOUR SEASONS,Multifamily LR (1-4),1952200066,2410 BOYER AVE E,SEATTLE,WA,98112,47.64127,-122.31338,NORTHEAST,1,1966,4,1,31682,31682,0,67,29,29.29999924,1020594,1010468,81.19999695,82,Multifamily LR (1-4),Multifamily Housing,34850,Parking,1000,NA,,299119,0,0,Compliant,No Issue,1020594,0,4.2,0.1
20810,2021,DENICE HUNT TOWNHOMES CONDOMINIUM,Multifamily LR (1-4),1954690000,620 N 85TH ST,SEATTLE,WA,98103,47.69127,-122.35025,NORTHWEST,1,1997,3,1,31017,31017,0,,35.59999847,35.90000153,1219526,1212472,98,98.59999847,Multifamily LR (1-4),Multifamily Housing,31017,Parking,3700,Office,3000,347129,0,351,Compliant,No Issue,1184403,35123,6.8,0.2
20811,2021,TOPS K-8 (SPS-DISTRICT),SPS-District K-12,1959700005,2500 FRANKLIN AVE E,SEATTLE,WA,98102,47.64229,-122.32418,LAKE UNION,1,1999,3,1,95501,95501,0,74,36.90000153,37.40000153,3573385,3524225,65.69999695,66.09999847,K-12 School,K-12 School,95501,NA,,NA,,428051,0,21129,Compliant,No Issue,1460510,2112875,118.3,1.2
20818,2021,OFFICES & PRINTING,NonResidential,1959700075,2633 EASTLAKE AVE E,SEATTLE,WA,98102,47.64428,-122.32627,LAKE UNION,4,1961,3,1,29392,25558,3834,77,26,26.60000038,780821,762858,64.80000305,66.19999695,Office,Office,29392,Parking,0,NA,,188793,0,1367,Compliant,No Issue,644163,136658,9.9,0.4
20834,2021,REMI APTS,Multifamily LR (1-4),1959701270,2727 EASTLAKE AVE E,SEATTLE,WA,98102,47.64533,-122.32637,LAKE UNION,1,1996,4,1,54721,36900,17821,76,25.29999924,25.29999924,1385630,1385630,70.90000153,70.90000153,Multifamily LR (1-4),Multifamily Housing,54721,Parking,17821,NA,,406105,0,0,Not Compliant,Account Requires Verification,1385630,0,5.7,0.2
20835,2021,EASTLAKE CENTER (SOUTH),NonResidential,1959701285,2815 EASTLAKE AVE E,SEATTLE,WA,98102,47.64596,-122.32628,LAKE UNION,1,1989,3,0,76245,42420,33825,57,53.20000076,54.70000076,2250568,2189066,149.1000061,153.3000031,Office,Office,41117,Parking,33825,NA,,659604,0,0,Compliant,No Issue,2250568,0,9.3,0.2
20836,2021,EASTLAKE CENTER (NORTH),NonResidential,1959701300,2825 EASTLAKE AVE E,SEATTLE,WA,98102,47.64642,-122.32581,LAKE UNION,1,1985,5,1,61493,39814,21679,75,41.70000076,41.70000076,1714863,1714863,116.8000031,116.8000031,Office,Office,38267,Parking,21679,Other,2850,502598,0,0,Compliant,No Issue,1714863,0,7.1,0.2
20837,2021,EASTLAKE 2851,Multifamily MR (5-9),1959701330,2851 EASTLAKE AVE E,SEATTLE,WA,98102,47.64711,-122.32515,LAKE UNION,1,2008,6,1,165325,106182,59143,100,35.20000076,35.29999924,3751188,3742470,77.40000153,77.80000305,Multifamily MR (5-9),Multifamily Housing,95396,Parking,59143,Retail Store,10786,723459,0,12827,Compliant,No Issue,2468441,1282747,78.3,0.7
20839,2021,CORONADO APT,Multifamily MR (5-9),1959701365,2840 EASTLAKE AVE E,SEATTLE,WA,98102,47.64676,-122.32456,LAKE UNION,4,1958,6,1,56144,56144,0,85,27.10000038,27.39999962,1540086,1523244,76,76.80000305,Multifamily MR (5-9),Multifamily Housing,56144,NA,,NA,,451373,0,0,Compliant,No Issue,1540086,0,6.4,0.1
20846,2021,THE SHELBY APT,Multifamily LR (1-4),1959701480,2815 BOYLSTON AVE E,SEATTLE,WA,98102,47.64626,-122.32367,LAKE UNION,4,1928,4,1,37885,37885,0,100,20.5,20.5,778244,775056,39.09999847,39.29999924,Multifamily LR (1-4),Multifamily Housing,37885,NA,,NA,,112447,0,3946,Compliant,No Issue,383669,394575,22.5,0.6
20848,2021,KILLARNY APTS,Multifamily LR (1-4),1959702235,3008 HARVARD AVE E,SEATTLE,WA,98102,47.64816,-122.32169,NORTHEAST,1,1926,3,1,24367,23867,500,53,27.20000076,27.60000038,659504,648372,76.09999847,77.40000153,Multifamily LR (1-4),Multifamily Housing,23867,NA,,NA,,193290,0,0,Compliant,No Issue,659504,0,2.7,0.1
20851,2021,L' AMOURITA CO-OP,Multifamily LR (1-4),1959702631,2901 FRANKLIN AVE E,SEATTLE,WA,98102,47.64735,-122.32343,LAKE UNION,4,1914,3,2,24330,24330,0,79,33.90000153,34.09999847,829492,823631,72.90000153,73.69999695,Multifamily LR (1-4),Multifamily Housing,24330,Parking,600,NA,,154617,0,3019,Compliant,No Issue,527552,301940,18.2,0.7
20857,2021,EASTLAKE GARDEN APTS & RETAIL,Multifamily LR (1-4),1959703130,3230 EASTLAKE AVE E,SEATTLE,WA,98102,47.65084,-122.32147,NORTHEAST,3,1997,3,1,45580,27683,17897,,46.70000076,46.70000076,1316739,1316739,130.6999969,130.6999969,Multifamily LR (1-4),Multifamily Housing,24901,Parking,17897,Other - Restaurant/Bar,2560,385914,0,0,Compliant,No Issue,1316739,0,5.4,0.2
20858,2021,UNION BAY LOFTS,Multifamily MR (5-9),1959703145,3218 EASTLAKE AVE E,SEATTLE,WA,98102,47.65058,-122.32159,NORTHEAST,3,2008,6,1,35746,20148,15598,,48.20000076,48.59999847,979814,971694,133.8999939,134.6999969,Multifamily MR (5-9),Multifamily Housing,17580,Parking,15598,Other - Restaurant/Bar,2568,282314,0,166,Compliant,No Issue,963254,16560,4.9,0.2
20861,2021,KEYSTONE GROUP HOME,NonResidential,1825049055,3515 WOODLAND PARK AVE N,SEATTLE,WA,98103,47.65014,-122.34424,LAKE UNION,1,1988,3,1,21118,21118,0,,81.09999847,81.5,1720570,1712113,150.8999939,151.1999969,Residential Care Facility,Residential Care Facility,21118,NA,,NA,,232194,0,9283,Compliant,No Issue,792247,928323,52.6,2.5
20868,2021,STONE 34,NonResidential,1825049072,3400 STONE WAY N,SEATTLE,WA,98103,47.64868,-122.34254,LAKE UNION,1,2013,5,1,206126,126842,79284,94,48.40000153,48.79999924,6859046,6802666,101.8000031,102.1999969,Office,Office,131292,Parking,73177,Restaurant,5842,1198289,0,27705,Compliant,No Issue,4088562,2770484,164.1,1.3
20871,2021,OFFICES - PRODUCTION NETWORK,NonResidential,1825049143,1000 N NORTHLAKE WAY,SEATTLE,WA,98103,47.64866,-122.34509,LAKE UNION,4,1900,2,1,20500,20500,0,86,34.40000153,34.29999924,702809,706167,93.40000153,92.90000153,Office,Office,20500,NA,,NA,,195469,0,359,Not Compliant,Missing 2021 EUI or Electricity Data,666941,35868,4.7,0.2
20875,2021,CRISTALLA CONDOMINIUM,Multifamily HR (10+),1843050000,2033 2ND AVE,SEATTLE,WA,98121,47.61208,-122.34287,DOWNTOWN,1,2004,23,1,248225,246019,2206,17,75.09999847,75,18427910,18459312,136.8999939,137.3000031,Multifamily HR (10+),Multifamily Housing,238243,Parking,42180,Retail Store,7399,2409441,0,102069,Compliant,No Issue,8221013,10206896,576.1,2.3
20880,2021,IMPERIAL CROWN MANOR APT,Multifamily LR (1-4),1862400360,1207 NW 92ND ST,SEATTLE,WA,98117,47.6958,-122.37208,BALLARD,6,1978,4,1,35512,35512,0,89,26.29999924,26.39999962,938606,934570,73.69999695,74,Multifamily LR (1-4),Multifamily Housing,35512,NA,,NA,,275090,0,0,Compliant,No Issue,938606,0,3.9,0.1
20885,2021,BALLARD CARE & REHAB,NonResidential,1865400030,820 NW 95TH ST,SEATTLE,WA,98117,47.69875,-122.36725,BALLARD,1,1966,2,1,65636,34636,31000,21,155.6000061,155.5,9394706,9402833,262.5,263.5,NA,Senior Living Community,60422,Parking,0,NA,,1014703,0,59325,Compliant,No Issue,3462167,5932538,329.4,9.5
20888,2021,ASSUMPTION CHURCH,NonResidential,1868903240,6210 32ND AVE NE,SEATTLE,WA,98115,47.67485,-122.29284,NORTHEAST,4,1930,2,1,25521,25521,0,60,23.20000076,23.60000038,603486,592376,45.29999924,45.90000153,Worship Facility,Worship Facility,25521,NA,,NA,,90152,0,2959,Compliant,No Issue,307597,295889,17,0.7
20890,2021,ASB SCHOOL,NonResidential,1868903240,6210 32ND AVE NE,SEATTLE,WA,98115,47.67485,-122.29284,NORTHEAST,4,1986,1,1,23190,23190,0,2,109.3000031,111.3000031,2582054,2534296,159.8999939,162.1000061,K-12 School,K-12 School,23190,NA,,NA,,175391,0,19836,Compliant,No Issue,598435,1983619,107.8,4.6
20896,2021,DAKOTA,Multifamily LR (1-4),1887550000,4116 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56584,-122.38655,SOUTHWEST,1,2008,4,1,40326,40326,0,67,35.40000153,35.5,1433477,1428098,78,78.40000153,Multifamily LR (1-4),Multifamily Housing,40326,NA,,NA,,277636,0,4862,Compliant,No Issue,947296,486181,29.7,0.7
20898,2021,DANIELLE CONDOMINIUM,Multifamily MR (5-9),1888700000,5807 24TH AVE NW,SEATTLE,WA,98107,47.67121,-122.38786,BALLARD,6,2012,6,1,31248,31248,0,98,25,25.20000076,855348,847660,64.30000305,64.80000305,Multifamily MR (5-9),Multifamily Housing,33892,Parking,5368,NA,,217306,0,1139,Compliant,No Issue,741447,113901,9.1,0.3
20899,2021,COSMOPOLITAN APARTMENTS (RETAIL AND APTS/CONDO),Multifamily LR (1-4),1890000005,400 NE 45TH ST,SEATTLE,WA,98105,47.6616,-122.32367,LAKE UNION,1,1966,3,4,126153,89867,36286,74,42.20000076,42.5,3821440,3791482,103.9000015,104.9000015,Multifamily LR (1-4),Multifamily Housing,62074,Parking,36286,Retail Store,27793,906677,0,7279,Compliant,No Issue,3093581,727859,51.5,0.6
20916,2021,ST JOHN EGAN HALL,NonResidential,1646500985,123 N 79TH ST,SEATTLE,WA,98103,47.68602,-122.35674,NORTHWEST,6,1960,1,1,20678,20678,0,51,77.5,76.5,1766772,1790224,94.30000305,93.09999847,Office,Office,23100,NA,,NA,,49680,0,15973,Compliant,No Issue,169510,1597262,85.5,4.1
20917,2021,ST JOHN SCHOOL,NonResidential,1646501150,7900 1ST AVE NW,SEATTLE,WA,98117,47.68642,-122.35707,NORTHWEST,6,1922,3,1,28820,28820,0,3,123.6999969,124.3000031,4197822,4177781,189.8999939,191.3000031,K-12 School,K-12 School,33780,NA,,NA,,344189,0,30234,Compliant,No Issue,1174374,3023449,165.4,5.7
20921,2021,COBRIZO CONDOMINIUM,Multifamily LR (1-4),1658000000,4014 AURORA AVE N,SEATTLE,WA,98103,47.65598,-122.34694,LAKE UNION,4,2002,4,1,41316,41316,0,86,40,39.79999924,1645749,1652998,78.59999847,78.40000153,Multifamily LR (1-4),Multifamily Housing,36066,Office,5250,NA,,252924,0,7828,Compliant,No Issue,862977,782772,45.1,1.1
20927,2021,COLLEGE PARK WEST CONDOMINIUM,Multifamily LR (1-4),1684050000,4118 SW COLLEGE ST,SEATTLE,WA,98116,47.58318,-122.38461,SOUTHWEST,1,1985,4,1,21600,21600,0,88,26.20000076,26.39999962,570126,565044,73.19999695,73.90000153,Multifamily LR (1-4),Multifamily Housing,21600,NA,,NA,,167094,0,0,Compliant,No Issue,570126,0,2.4,0.1
20928,2021,ST PAUL CHURCH & SCHOOL,NonResidential,1686400005,5600 S RYAN ST,SEATTLE,WA,98178,47.51042,-122.26277,SOUTHEAST,2,1954,2,1,27876,27876,0,14,78.90000153,76.19999695,3417092,3536552,104.6999969,101.5999985,Worship Facility,Worship Facility,44816,NA,,NA,,161735,0,28653,Compliant,No Issue,551841,2865251,154.5,5.5
20930,2021,QUEEN ANNE ELEMENTARY (SPS-DISTRICT),SPS-District K-12,1689400145,411 BOSTON ST,SEATTLE,WA,98109,47.63796,-122.34897,MAGNOLIA / QUEEN ANNE,7,1925,1,1,48789,48789,0,59,44.90000153,44.59999847,3232363,3251528,74.69999695,74.40000153,K-12 School,K-12 School,72455,NA,,NA,,334542,0,20909,Compliant,No Issue,1141456,2090907,115.8,2.4
20945,2021,COLONIAL GRAND PACIFIC CONDOS,Multifamily MR (5-9),1697500000,1113 1ST AVE,SEATTLE,WA,98101,47.60571,-122.33759,DOWNTOWN,1,1902,6,1,93433,89974,3459,99,19.89999962,20.39999962,1834042,1790090,55.70000076,57.09999847,Multifamily MR (5-9),Multifamily Housing,54130,Retail Store,29507,Office,6337,537527,0,0,Compliant,No Issue,1834043,0,7.6,0.1
20967,2021,COLUMBIA SCHOOL(SPS-DISTRICT),SPS-District K-12,1703400755,3528 S FERDINAND ST,SEATTLE,WA,98118,47.55818,-122.28712,SOUTHEAST,2,1925,1,1,33105,33105,0,53,107.3000031,108.5999985,3037222,3001033,139.1999969,140.5,K-12 School,K-12 School,27967,NA,,NA,,124101,0,26138,Compliant,No Issue,423434,2613788,140.6,4.2
20970,2021,KIN ON HEALTH CARE CENTER,NonResidential,1704900435,4416 S BRANDON ST,SEATTLE,WA,98118,47.55387,-122.27875,SOUTHEAST,2,1966,2,1,48882,41649,7233,53,153.8000031,153.8000031,6449509,6449509,283,283,NA,Senior Living Community,41922,Parking,9079,NA,,852706,0,35401,Compliant,No Issue,2909432,3540076,200.1,4.8
20976,2021,NWCP BLDG E,NonResidential,1722800145,650 S LUCILE ST,SEATTLE,WA,98108,47.55374,-122.32498,GREATER DUWAMISH,2,1977,1,1,22320,22320,0,47,23,23.70000076,529562,512397,64.30000305,66.40000153,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22320,NA,,NA,,155206,0,0,Compliant,No Issue,529561,0,2.2,0.1
20978,2021,Terreno Lucile,NonResidential,1722800223,637 S LUCILE ST,SEATTLE,WA,98108,47.55297,-122.32472,GREATER DUWAMISH,2,1976,1,1,47105,47105,0,94,6.900000095,6.900000095,311411,311411,17.79999924,17.79999924,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,45320,NA,,NA,,80711,0,360,Compliant,No Issue,275385,36026,3.1,0.1
20979,2021,HATHAWAY BLDG,NonResidential,1722800285,5506 6TH AVE S,SEATTLE,WA,98108,47.55316,-122.32616,GREATER DUWAMISH,1,1982,2,1,40029,40029,0,79,31.29999924,32.29999924,1293298,1254824,87.80000305,90.5,Office,Office,40029,NA,,NA,,379044,0,0,Compliant,No Issue,1293298,0,5.4,0.1
20984,2021,BUILDING R,NonResidential,1722800585,650 S ORCAS ST,SEATTLE,WA,98108,47.55196,-122.32518,GREATER DUWAMISH,2,1970,2,1,28304,28304,0,67,43.40000153,44.09999847,1198841,1178739,121.4000015,123.5,Office,Office,27187,NA,,NA,,351360,0,0,Compliant,No Issue,1198841,0,5,0.2
20985,2021,BUILDING Q,NonResidential,1722800620,670 S ORCAS ST,SEATTLE,WA,98108,47.55168,-122.32459,GREATER DUWAMISH,2,1970,1,1,26400,26400,0,,15.80000019,15.80000019,437530,437530,44.09999847,44.09999847,Other - Recreation,Other - Recreation,20560,Non-Refrigerated Warehouse,7200,NA,,128233,0,0,Compliant,No Issue,437530,0,1.8,0.1
20986,2021,ORCAS BUILDING - KING COUNTY,NonResidential,1722800985,707 S ORCAS ST,SEATTLE,WA,98108,47.55049,-122.32382,GREATER DUWAMISH,2,1968,1,1,27680,27680,0,30,61.79999924,62.70000076,1735586,1710169,96.19999695,97.19999695,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25000,Office,2680,NA,,145160,0,12403,Compliant,No Issue,495286,1240300,67.9,2.5
20987,2021,BUILDING P,NonResidential,1722801079,5700 6TH AVE S,SEATTLE,WA,98108,47.55145,-122.32635,GREATER DUWAMISH,2,1969,2,1,25872,25872,0,44,61.79999924,61.59999847,1592934,1597614,126.1999969,126,Office,Office,25872,NA,,NA,,265701,0,6864,Compliant,No Issue,906573,686361,40.2,1.6
20988,2021,BUILDING O,NonResidential,1722801080,655 S ORCAS ST,SEATTLE,WA,98108,47.55127,-122.32576,GREATER DUWAMISH,2,1969,2,1,25872,25872,0,,53.09999847,52.79999924,1409237,1417464,100.1999969,99.90000153,Office,Office,26216,Non-Refrigerated Warehouse,472,NA,,198581,0,7317,Compliant,No Issue,677559,731678,41.7,1.6
20989,2021,BUILDING N,NonResidential,1722801081,661 S ORCAS ST,SEATTLE,WA,98108,47.55127,-122.32576,GREATER DUWAMISH,2,1969,1,1,20500,20500,0,72,24.20000076,24.20000076,497048,497048,67.90000153,67.90000153,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20500,NA,,NA,,145676,0,0,Compliant,No Issue,497048,0,2.1,0.1
21005,2021,4000 AURORA BUILDING,NonResidential,1931300585,4000 AURORA AVE N,SEATTLE,WA,98103,47.6557,-122.34682,LAKE UNION,4,1958,2,1,21436,21436,0,100,7.900000095,7.900000095,168599,168599,22,22,Office,Office,21436,NA,,NA,,49414,0,0,Compliant,No Issue,168599,0,0.7,0
21023,2021,GEORGE POCOCK MEMORIAL ROWING CENTER,NonResidential,1959703275,3316 FUHRMAN AVE E,SEATTLE,WA,98102,47.65205,-122.3218,NORTHEAST,3,1998,1,1,20233,20233,0,,37.40000153,37.90000153,767277,757619,71.90000153,72.40000153,Mixed Use Property,Office,7245,Non-Refrigerated Warehouse,6644,Other,6344,110286,0,3910,Compliant,No Issue,376297,390980,22.3,1.1
